Sentence,Sentiment_Num,,,,
"SK하이닉스 ""미국 , 중국  반도체 장비 수출 통제 유예 긍정적""",2,,,,
"SK하이닉스, 1Q매출액 5조881억원 전년비교  58%줄어",0,,,,
"영화 163편을 1초에 전송…SK하이닉스, 12단 적층 D램 개발",2,,,,
SK하이닉스 1분기 3조4000억 영업손실…역대 최대 적자,0,,,,
 SK하이닉스 “삼성 감산 이후 긍정적 신호…고객사와 공급량 논의”,2,,,,
SK하이닉스 ‘꿈의 D램’ 12단 적층 HBM3 세계 최초 개발,2,,,,
청주시·SK하이닉스 1사 1하천 사랑운동 추진 협약,1,,,,
"SK하이닉스·삼성전자 등 대기업, 하청사 안전문화 돕는다",1,,,,
"삼성전자·SK하이닉스, 미국 ·중국 분쟁 우려에 장 초반 약세",0,,,,
"테슬라 모델3, 기아 EV6보다 1600만원 싸다...추가 인하설도 ‘솔솔’",0,,,,
"현대차그룹, 기아 EV9 적용 ‘SDV’ 신기술 공개",1,,,,
 “레벨3 자율주행 느껴보세요”… 기아 언플러그드 성수,1,,,,
"테슬라보다 비싼 기아…한국  전기차, 판매량 반토막",0,,,,
"앱처럼 자동차  기능 고른다…기아 EV9, SDV 시대 개막",1,,,,
스위블 모드' 가능한 기아 EV9,1,,,,
"현대차그룹, '기아 EV9' 통해 SDV 시대 본격화…적용 기술 공개",1,,,,
"""기아 SDV 시대 연 첫 자동차 ""…'EV9' 체험공간 오픈",1,,,,
"""앱 깔듯 원격주차·자율주행 추가""…기아 EV9, SDV 시대 연다",1,,,,
"현대차·기아, 4월 미국  판매 15% 안팎증가…친환경차·SUV 선전",2,,,,
기아의 야심작 ‘EV9’ 3일부터 사전예약..’국내 최초 3열 SUV‘,1,,,,
“보이는게 다가 아니다”···기아 EV9에 숨겨진 ‘비밀병기’,1,,,,
게임체인저' 기아 EV9 사전계약 시작…7337만원부터,1,,,,
기아 EV9 실차 전시,1,,,,
"기아, 4월 판매 25만9천524대…전년 동월 대비 8.3%증가",2,,,,
 국내 최초 대형 SUV 전기차 '기아 EV9',2,,,,
첫 전기차 SUV 기아 EV9…운전자가 직접 업뎃 ‘바퀴 달린 스마트폰’,1,,,,
"1년은 이자만' 현대캐피탈, 기아 전용 하이브리드 저금리형 할부상품 선봬",1,,,,
501㎞ 주행' 기아 EV9 사전계약 시작…보조금 절반 받을 듯,1,,,,
"기아, 고객 선호 사양 확대…'셀토스 변경 모델' 출시",1,,,,
기아 셀토스 2024년형 출시…원격 스마트주차보조 추가,1,,,,
"현대차·기아, 지난달 미국 판매 14만4874대… 전년 대비 15% 증가",2,,,,
"앱 결제하면 차 업데이트…기아, EV9부터 '구독서비스' 시작",1,,,,
"덜렁거리는 손가락 잡고 도움 요청‥기아차 ""노동자 책임""",0,,,,
"현대차·기아, 세계 3대 자동차시장 인도서 '훨훨'",2,,,,
"현대차·기아, 4월 판매도 '쾌속 질주'",2,,,,
"기아, 'The Kia EV9' 사전 계약 개시",1,,,,
"“로봇 개와 함께 놀자”...기아, 스팟과 함께하는 어린이날 특별 행사 개최",1,,,,
"기아, 1분기 영업이익 2조8740억원…'사상 최대'",2,,,,
"기아, 1분기 영업이익 2조8740억원…'사상 최대'",2,,,,
"기아, K딜리버리 서비스 무상 제공 이벤트 실시",1,,,,
"기아, 영국 오토카 어워즈 '최고 제조사' 선정",2,,,,
"기아 'EV9' 사전 계약 개시, 가격은 7300만~8300만원",1,,,,
실적 따라 뛰는 주가…하이브·기아 담아볼까,2,,,,
"""정년연장 관철""…현대차·기아 노조, 내부 의지 다진다",1,,,,
혹한기 훈련' 마친 기아 EV9… '난방·환기' 최적화,2,,,,
"기아, 4월 25만9524대 판매…전년비교  8.3% 증가",2,,,,
"현대차·기아, 1분기 영업이익 '총 6조원' 넘었다",2,,,,
"친환경차·SUV 쌍끌이…현대차·기아, 4월 미국  판매 15% 안팎증가",2,,,,
"기아, 영국 자동차 전문지가 뽑은 ‘최고의 제조사’",2,,,,
"현대차·기아, 지난달 미국  판매 15% 안팎증가…친환경차·SUV 선전",2,,,,
"기아, 4월 25만9524대 판매…전년 비교  8.3%증가",2,,,,
"‘역대급 이윤 남긴’ 기아, 올 1분기 사상 최대 영업익 2.8조",2,,,,
"기아, 신형 2024 셀토스 출시",1,,,,
1회 충전 501㎞' 기아 EV9 사전계약 돌입,1,,,,
"현대차·기아, 4월 미국 판매 15%증가…혼다 제치고 도요타 추격",2,,,,
"기아, ‘더 기아 EV9’ 사전 계약 개시…7671만원부터 시작",1,,,,
"기아, 1분기 큰 폭 매출 확대...이익률 두자릿수로 '껑충'",2,,,,
"RV에 밀린 세단, 이젠 희귀종?…현대차·기아만 남는다",2,,,,
현대 이어 기아도 분기 최대 실적…영업이익률 12% 껑충,2,,,,
"기아, 2023 오토카 어워즈 '최고의 제조사' 선정",2,,,,
기아 1분기 영업이익 2조 8천억 원...2분기 연속 최대,2,,,,
필리핀서 다이빙하던 광주 기아차 직원 실종…현지 구조대 수색,1,,,,
 실적 개선 기대…기아·한전·엘오티베큠 '러브콜',2,,,,
기아 ‘더 2024 셀토스’ 출시…디자인 다듬고 상품성 높이고,1,,,,
"기아, 대형 전기 SUV ‘EV9’ 사전 계약···레벨3 자율주행 최초 탑재",1,,,,
비수기에 신차 없이도 '사상 최대'… 인도·미국 꽉 잡은 기아 ,2,,,,
"기아, 1분기 매출·영업익 '사상최대'…영업이익률은 현대차 제쳤다",2,,,,
 '실적 성장세' 호텔신라·기아 주목,2,,,,
"기아, 연식변경 모델 ‘더 2024 셀토스’ 출시",1,,,,
"파죽지세' 현대차·기아, 영업익 10兆클럽 동반 입성 청신호",2,,,,
현대차 이어 기아도 '최대 실적'…도요타·GM 제쳤다 ,2,,,,
"""응원도 질 수 없지""…8연승 롯데 vs 5연승 기아, 온라인서도 '후끈'",1,,,,
"형 넘어선 아우… 기아, 올해 1분기 영업이익률 12%",2,,,,
"기아, 1분기 영업익 2조8740억 원…전년 대비 78.9%증가",2,,,,
"국산 전기차 '빨간불'…미국  테슬라 모델3·머스탱 마하-E, 기아 EV6보다 싸져",0,,,,
국내 첫 3열 대형 전기 SUV ‘더 기아 EV9’ 내일 사전계약,1,,,,
"테슬라 모델3, 기아 EV6보다 더 싸졌다",0,,,,
"기아, 'EV9' 사전 계약 돌입…실구매가 6000만~7000만원대",1,,,,
"현대차그룹, 기아 EV9 통해 본격적인 SDV 시대로 나아간다",1,,,,
"국내 최초 대형 SUV 전기차' 기아 EV9, 사전계약 돌입",1,,,,
"기아, 'The 2024 셀토스' 출시…""고객 선호 사양 확대""",1,,,,
" 기아, 4월 25만9524대 판매… 전년대비 8.3% 증가",2,,,,
"기아 EV9 사전계약…기본트림 '7671만원', 원격주차 등 '구독'",1,,,,
"기아, 국내 최초 대형 전기 SUV 'EV9' 사전계약 실시",1,,,,
"기아, 효자 모델 셀토스 연식변경 출시…2170만원부터",1,,,,
‘더 기아 EV9’ 사전 계약 3일 개시...보조금은 얼마?,1,,,,
"현대차·기아, 미국  판매 9개월 연속 증가세…""HEV 실적 견인""",2,,,,
"기아, 해외판매 증가로 4월 실적 증가… 스포티지 호조",1,,,,
미국 서 기아 EV6보다 더 싸진 테슬라 모델3,0,,,,
"기아, 3일부터 'The Kia EV9' 사전 계약 돌입",1,,,,
현대차·기아 4월 59만5736대 판매 순풍… 전년대비 8.4%증가,2,,,,
"현대차·기아, 미국 판매 9개월 연속 전년대비 증가…친환경차 선전",2,,,,
"연식변경 기아 '셀토스' 출시… 선호사양 확대, 가격 최대 2700만원",1,,,,
기아 EV9 사전계약 스타트… 보조금 절반 받을 듯,1,,,,
"""7,671만원-α""...1회 충전에 501㎞, 기아 EV9 사전 계약",1,,,,
"기아, 'The 2024 셀토스' 출시",1,,,,
기아 EV9에 숨겨진 '비밀병기' 아세요?,1,,,,
"친환경차가 효자…현대차·기아, 미국  판매 9개월 연속 전년 대비 증가",2,,,,
"해외서 더 잘 팔린 기아, 4월 25만9524대 판매…전년비교  8.3% 증가",2,,,,
"""IRA 보조금도 받는데""…테슬라 모델3, 기아 EV6보다 싸졌다",0,,,,
"기아, ‘The Kia EV9’ 사전 계약 실시",1,,,,
롯데 VS 기아 한 경기만에 응원 1억건…야구 흥행에 네이버 웃었다,1,,,,
"기아, '셀토스' 연식 변경 모델 출시…2071만원부터",1,,,,
"기아, 소형 SUV ‘더 2024 셀토스’ 출시…2170만~2705만원",1,,,,
"기아, 플래그십 전기차 ‘EV9’ 사전계약 7671만원부터 개시",1,,,,
"기아, 연식변경 셀토스 출시… 가격 2071만원부터",1,,,,
IRA 직격탄 맞은 현대차·기아,0,,,,
"현대차·기아, 4월도 미국서 씽씽…하이브리드 판매 125% 증가",2,,,,
"현대캐피탈, 기아 전용 ‘하이브리드 저금리형 할부’ 상품 출시",1,,,,
"현대차·기아, 4월 미국 판매 15%증가..혼다 제치고 도요타 추격",2,,,,
"가격 내린 테슬라 모델3, 기아 EV6보다 더 싸졌다",0,,,,
기아차 광주공장 직원 휴가 중 필리핀서 다이빙하다 실종,1,,,,
"쏘렌토·K5, 아프리카서도 만드네…‘하루 180대’ 기아 조립공장, 가나서 준공",1,,,,
"현대차·기아, 미국서 친환경차 월간 최대 판매…2만4천여대",2,,,,
"기아, 2024 셀토스 출시…가격은 2071만원부터",1,,,,
"기아, 1분기 영업이익 2조8740억원 ‘사상 최고’… 전년비교  78.9% 증가",2,,,,
"""도요타 기다려"" 현대차·기아 미국  판매 9개월째 두자릿수 껑충",2,,,,
가나서 기아 조립공장 준공…하루 최대 180대 생산,1,,,,
"기아, '더 2024 셀토스' 출시…상품 경쟁력 UP",1,,,,
"기아, 연식변경 모델 'The 2024 셀토스' 출시…2071만 원부터",1,,,,
"HDP 실행된 기아 EV9, 긴급차량 감지하면 수동운전 유도한다 ",1,,,,
"현대차·기아, 분기 영업익 '사상 첫 6조'…도요타 제칠 듯 ",2,,,,
"기아, 영국 오토카 어워즈서 '최고 제조사' 선정",2,,,,
"기아, 4월 총 25만9천524대 판매…스포티지가 '효자'",2,,,,
기아 EV9' 부품문제 해결… 협력사 화재에도 빠른 대응,2,,,,
"기아, 1분기 최대 실적 매출 23.6조, 영업이익 2.87조 기록",2,,,,
"기아, 고수익 RV 판매비중 66% 넘어 이익률 벤츠 육박",2,,,,
기아 셀토스 연식변경 모델 출시…2071만원부터,1,,,,
"기아 모닝·레이 30만원 할인, KG모빌리티 렉스턴 12개월 무이자",1,,,,
유럽이 또 인정한 기아… 영국 오토카 어워즈 '최고의 제조사' 선정,2,,,,
"기아, 웅장함에 혁신기술 입힌 'EV9’ 사전 계약 개시",1,,,,
"기아, 영국서 ‘최고 제조사’ 선정…“이유있는 자신감”",2,,,,
"현대차·기아 1분기 영업이익, 일본  도요타마저 제쳤다",2,,,,
‘1회 충전 501㎞’ 기아 EV9 사전계약 돌입…가격 7337만원부터,1,,,,
"기아, 1분기 매출 23.7조·영업이익 2.8조… 2개 분기 연속 실적 신기록",2,,,,
기아 일냈다…1분기 영업익 2조9000억 '역대급 실적',2,,,,
 기아 EV9 사전계약 시작...1회 충전 최장 501㎞ 주행,1,,,,
"""위기를 기회로""… 기아·LG전자 불황에 더 강했다",2,,,,
"기아, 올해 1분기 영업익 2조8740억..역대 분기 최대 실적",2,,,,
 현대차 이어 기아도 '최대 실적'…1분기 영업익 2.8조,2,,,,
기아 1분기 영업익 2조8740억원…분기 최대기록,2,,,,
기아 1분기 영업익 2조8천740억원…영업이익률 12%대,2,,,,
"기아 EV9 사전계약 시작 “주행거리 501㎞, 가격 7337만원부터”",1,,,,
"기아, 세련미에 고급감 더한 ‘The 2024 셀토스’ 출시",1,,,,
"무서운 형제들' 현대차·기아, 분기 영업익 사상 첫 6조원 썼다…상장사 이익 1·2위",2,,,,
"기아, “세계 최대” 디자인 박람회서 단독 전시",1,,,,
역대급 실적에 기아 주가 ‘날개’...증권가 목표가 줄상향 ,2,,,,
"기아, 영국 오토카 선정 '최고의 제조사'",2,,,,
"기아, 2024년형 셀토스 출시",1,,,,
"형 이긴 아우' 기아, 영업이익률 12.1%…글로벌 기업 제쳤다",2,,,,
"기아, '셀토스' 연식 변경 모델 출시…가격은 2천71만원부터",1,,,,
"기아, ‘EV9’ 사전계약 3일 개시…’에어’ 7337만원",1,,,,
"사상 최대 신기록 쓴 현대차·기아, 2분기엔 더 좋다",2,,,,
" 기아, 연속 최대실적에 증권가 호평·주가 상승",2,,,,
 기아 1분기 사상 최대 영업이익·매출액 찍었다…매출 23조6907억 원,2,,,,
"질주하는 자동차…현대차·기아, 4월 판매 8%대 증가",2,,,,
“폭주 기아자동차 ”…1분기 ‘역대 최고’ 영업익 2조8740억원,2,,,,
"기아, 비대면 차량 정비 서비스 'K딜리버리' 내달 무료",1,,,,
"기아, 영국 오토카 어워즈 선정 ‘최고 제조사’",2,,,,
"기아, 영국 오토카 어워즈서 '최고의 제조사' 선정",2,,,,
"기아, 2023 오토카 어워즈 ‘최고의 제조사’ 선정",2,,,,
"기아, 5월 한달간 ‘K딜리버리’ 서비스 무상 제공",1,,,,
기아 1분기 영업익 2조8740억원..다시 '신기록',2,,,,
" 기아, 연속 최대실적에 증권가 호평 속 상승 마감",2,,,,
"현대차·기아. 소프트웨어 포티투닷에 1조 출자…""경쟁력 제고""",1,,,,
"기아, 영국 ‘오토카 어워즈’서 ‘최고의 제조사’로 선정",2,,,,
기아 ‘더 2024 셀토스’ 출시,1,,,,
"기아, 글로벌 판매 100만대 돌파… 8년 만에 ‘4개월 100만 고지’",2,,,,
"현대차·기아, 분기 영업익 6조 돌파…세계 1위 토요타 넘는다",2,,,,
"기아, 영국 오토카 어워즈서 '최고의 제조사' 선정",2,,,,
"신우철 완도군수, 기아 챔피언스 필드 시구",1,,,,
"기아 1분기 영업이익 2조 8,740억 원…역대 최고 실적",2,,,,
"기아, 2023 오토카 어워즈에서 ‘최고의 제조사’로 선정",2,,,,
" 기아, 영업이익률 12.1%…""글로벌 완성차 최고 수준""",2,,,,
"""비싼 자동차  제값에 팔았다"" 기아, 창사 이래 최대 영업익 달성",2,,,,
"보조금 적용된 기아 EV9 풀옵션가, 서울 기준 1억원 이하 ",1,,,,
"기아 1분기 역대 최대 실적 '신기록'...""인센티브 업계 최저""",2,,,,
"현대차·기아, 친환경차 선전 4월 미국  판매 15%증가",2,,,,
"사상 최대 실적 현대차·기아, 52주 신고가",2,,,,
" ""진짜 자율주행이 이 정도였어?""…기아 EV9 먼저 보니",1,,,,
"""대중차 아닌 고급차""… 현대차·기아 승부수 통했다",2,,,,
"제값받는' 고수익 브랜드로…기아, 현대차와 영업익 투톱 선다",2,,,,
"""고급 전기세단 잡겠다"" 기아, K8급 내년 출격",1,,,,
"기아, 영국 오토카 어워즈서 '최고 제조사' 선정",2,,,,
" 기아 ""4월부터 미국  전기차 리스 비중 25% 이상 확대""",1,,,,
"기아 1분기 영업익 2조 8,740억…역대 분기 최대 실적",2,,,,
"기아, ‘밀라노디자인’ 첫 단독전시 성료…2.3만명 방문",2,,,,
"기아, 한달간 K딜리버리 서비스 무상 제공",1,,,,
"기아, 1분기 영업익 2조 8740억… 형 따라 '분기 사상 최대'",2,,,,
"기아, 영국 '2023 오토카 어워즈' 최고의 제조사 선정",2,,,,
현대차·기아·제네시스 '레드 닷·카 디자인 어워드' 부문별 5개 수상,2,,,,
자동차 ·배터리 호조… 기아·LG엔솔 1분기 최대실적,2,,,,
기아의 고속 질주… 올 1분기 영업이익률 12.1%,2,,,,
"기아, '밀라노디자인' 첫 단독전시…우수작 후보 올라",2,,,,
"기아, 영국 오토카 어워즈 ‘최고의 제조사’ 선정",2,,,,
"기아 ""미국 서 상업용차로 IRA 대응, 수익성에 문제 없어""",2,,,,
"현대차·기아, 글로벌 소프트웨어센터 '포티투닷' 1조 유상증자 참여",1,,,,
"기아, 영국 전문지 오토카 선정 ‘최고의 제조사’에",2,,,,
" 기아, 연속 최대 실적에 증권가 일제히 목표가증가... 주가 '상승세'",2,,,,
 기아 1분기 영업익 2조8천740억원…분기 최대기록 경신,2,,,,
"기아 1분기 영업익 2조 8,740억 원-영업이익률 12.1%, 고수익차 많이 팔았다",2,,,,
" 기아, 1분기 영업이익 2조8740억원...사상 최대 실적 경신",2,,,,
"기아, 1분기 영업익 2조8739억원… 전년 대비 78.9% 증가",2,,,,
"기아, 영국 오토카 어워즈서 ‘최고의 제조사’ 선정",2,,,,
자율주행 꿈꾸는 현대·기아...‘포티투닷’에 1조원 유상증자,1,,,,
현대차 이어 기아도 1Q 사상 최대 실적…영업이익률 12%,2,,,,
"기아, 5월 비대면 정비 'K딜리버리' 무상 제공 이벤트",1,,,,
현대차·기아 1분기 합산 영업이익 6조4667억원… 삼성전자 11배,2,,,,
기아 1분기 영업익 2.8조 '사상 최대'…이익률 12.1%,2,,,,
"기아도 실적 질주…현대차그룹, GM·도요타 제쳤다",2,,,,
"기아, 1분기 사상 최대 실적 달성 소식에 주가 증가",2,,,,
"현대차·기아 1분기 실적, 도요타·GM도 제쳤다",2,,,,
"기아, 지구의날 맞아 '체인지 더 컬러스' 캠페인",1,,,,
 기아 1분기 영업이익 2조 8천740억 원...78.9%증가,2,,,,
"현대차·기아·제네시스, '레드 닷 어워드' 본상 4개 수상",2,,,,
"미국  '도난 단골' 현대차·기아, 프리미엄 이미지 깎일라 '전전긍긍'",0,,,,
현대차 이어 기아까지 '최대 실적 또 갈아치웠다',2,,,,
